Date,Asset_Value,Daily_Status,Intraday_Anomaly_Count
2022-11-08,22.851360321044922,Success,6
2022-11-09,23.503612518310547,Success,12
2022-11-10,23.278696060180664,Success,9
2022-11-11,24.515731811523438,Success,22
2022-11-14,24.740642547607422,Success,12
2022-11-15,25.79774284362793,Success,22
2022-11-16,25.752761840820312,Failure,15
2022-11-17,25.764009475708008,Success,8
2022-11-18,25.696533203125,Failure,7
2022-11-21,25.606565475463867,Failure,5
2022-11-22,25.82023811340332,Success,3
2022-11-23,26.000165939331055,Failure,5
2022-11-24,26.247573852539062,Success,10
2022-11-25,26.247573852539062,Success,10
2022-11-28,25.71902084350586,Failure,9
2022-11-29,25.955183029174805,Success,7
2022-11-30,26.168853759765625,Success,6
2022-12-01,26.618682861328125,Failure,16
2022-12-02,26.382522583007812,Failure,4
2022-12-05,26.416257858276367,Success,7
2022-12-06,25.932693481445312,Failure,6
2022-12-07,25.775253295898438,Success,5
2022-12-08,25.47161865234375,Failure,6
2022-12-09,25.865219116210938,Success,4
2022-12-12,25.61781120300293,Failure,5
2022-12-13,25.505353927612305,Failure,4
2022-12-14,25.82023811340332,Success,5
2022-12-15,25.842727661132812,Success,5
2022-12-16,25.41539192199707,Success,7
2022-12-19,25.269193649291992,Failure,4
2022-12-20,24.80811882019043,Failure,8
2022-12-21,24.909330368041992,Failure,7
2022-12-22,25.325424194335938,Success,3
2022-12-23,24.89808464050293,Failure,3
2022-12-26,24.98805046081543,Success,2
2022-12-27,25.100505828857422,Success,2
2022-12-28,24.740642547607422,Failure,8
2022-12-29,24.628185272216797,Success,9
2022-12-30,24.785625457763672,Failure,5
2023-01-03,24.909330368041992,Success,9
2023-01-04,24.85310173034668,Success,9
2023-01-05,25.033035278320312,Success,7
2023-01-06,25.145492553710938,Success,7
2023-01-09,26.04515266418457,Success,9
2023-01-10,26.1463623046875,Success,7
2023-01-11,26.168853759765625,Failure,10
2023-01-12,26.056396484375,Failure,6
2023-01-13,26.360031127929688,Failure,18
2023-01-16,26.56245231628418,Failure,18
2023-01-17,26.56245231628418,Failure,9
2023-01-30,27.758338928222656,Failure,28
2023-01-31,27.206392288208008,Failure,14
2023-02-01,27.36737632751465,Failure,4
2023-02-02,27.827333450317383,Success,10
2023-02-03,27.827333450317383,Success,6
2023-02-06,27.42487335205078,Failure,8
2023-02-07,27.36737632751465,Failure,5
2023-02-08,27.792835235595703,Success,5
2023-02-09,27.804336547851562,Success,3
2023-02-10,27.827333450317383,Success,4
2023-02-13,27.769838333129883,Success,2
2023-02-14,27.976818084716797,Success,5
2023-02-15,27.332881927490234,Failure,8
2023-02-16,27.666349411010742,Success,7
2023-02-17,27.30988121032715,Failure,5
2023-02-20,27.36737632751465,Success,3
2023-02-21,27.355876922607422,Failure,2
2023-02-22,27.056909561157227,Success,7
2023-02-23,27.459367752075195,Success,4
2023-02-24,27.321380615234375,Failure,3
2023-03-01,27.4478702545166,Success,4
2023-03-02,27.42487335205078,Failure,2
2023-03-03,27.4478702545166,Failure,2
2023-03-06,27.712345123291016,Success,6
2023-03-07,27.89632797241211,Success,4
2023-03-08,27.666349411010742,Failure,4
2023-03-09,27.643352508544922,Failure,2
2023-03-10,27.206392288208008,Failure,8
2023-03-13,27.321380615234375,Success,12
2023-03-14,27.022411346435547,Failure,7
2023-03-15,27.04541015625,Failure,8
2023-03-16,26.918920516967773,Failure,10
2023-03-17,27.355876922607422,Success,7
2023-03-20,27.1603946685791,Failure,4
2023-03-21,27.28688621520996,Success,2
2023-03-22,27.804336547851562,Success,9
2023-03-23,28.022815704345703,Success,10
2023-03-24,28.103307723999023,Success,8
2023-03-27,27.93082618713379,Failure,7
2023-03-28,27.689348220825195,Failure,6
2023-03-29,27.735340118408203,Failure,2
2023-03-30,27.873329162597656,Failure,7
2023-03-31,27.96531867980957,Failure,9
2023-04-06,27.827333450317383,Success,4
2023-04-07,27.827333450317383,Failure,2
2023-04-10,27.827333450317383,Failure,2
2023-04-11,27.792835235595703,Failure,3
2023-04-12,27.723844528198242,Failure,1
2023-04-13,27.48236846923828,Failure,4
2023-04-14,27.746841430664062,Success,2
2023-04-17,27.677845001220703,Failure,3
2023-04-18,27.58585548400879,Failure,3
2023-04-19,27.378873825073242,Failure,5
2023-04-20,27.34438133239746,Success,4
2023-04-21,27.2753849029541,Failure,3
2023-04-24,27.171897888183594,Success,4
2023-04-25,26.8154296875,Failure,12
2023-04-26,26.700439453125,Failure,8
2023-04-27,26.677440643310547,Failure,6
2023-04-28,26.99941062927246,Success,3
2023-05-02,27.068405151367188,Success,3
2023-05-03,26.95341682434082,Failure,2
2023-05-04,27.022411346435547,Success,2
2023-05-05,27.091400146484375,Success,1
2023-05-08,27.263887405395508,Success,3
2023-05-09,27.34438133239746,Success,3
2023-05-10,27.091400146484375,Failure,2
2023-05-11,27.033906936645508,Failure,2
2023-05-12,26.95341682434082,Success,2
2023-05-15,26.95341682434082,Success,2
2023-05-16,27.2753849029541,Success,5
2023-05-17,27.723844528198242,Success,17
2023-05-18,28.091808319091797,Success,14
2023-05-19,28.172300338745117,Failure,22
2023-05-22,28.12630844116211,Failure,11
2023-05-23,28.103307723999023,Failure,8
2023-05-24,27.96531867980957,Failure,7
2023-05-25,28.29878807067871,Success,7
2023-05-26,28.965723037719727,Success,15
2023-05-29,29.149707794189453,Failure,9
2023-05-30,29.149707794189453,Failure,8
2023-05-31,29.011720657348633,Failure,5
2023-06-01,28.781742095947266,Failure,2
2023-06-02,29.149707794189453,Success,5
2023-06-05,29.057714462280273,Failure,4
2023-06-06,29.13820457458496,Success,4
2023-06-07,29.460180282592773,Success,7
2023-06-08,29.172704696655273,Failure,3
2023-06-09,29.391185760498047,Success,3
2023-06-12,29.667156219482422,Success,9
2023-06-13,30.25360107421875,Success,15
2023-06-14,30.242103576660156,Success,4
2023-06-15,30.334091186523438,Success,7
2023-06-16,30.25360107421875,Failure,4
2023-06-19,30.184608459472656,Success,3
2023-06-20,30.023622512817383,Failure,4
2023-06-21,30.023622512817383,Failure,17
2023-06-26,29.839641571044922,Failure,4
2023-06-27,29.6441593170166,Failure,4
2023-06-28,29.690155029296875,Failure,3
2023-06-29,29.67865562438965,Failure,3
2023-06-30,29.690155029296875,Success,4
2023-07-03,30.058116912841797,Success,4
2023-07-04,30.127113342285156,Success,3
2023-07-05,30.081119537353516,Failure,3
2023-07-06,29.4141788482666,Failure,10
2023-07-07,29.36818504333496,Success,5
2023-07-10,29.31068992614746,Failure,5
2023-07-11,29.713151931762695,Success,3
2023-07-12,29.770648956298828,Success,2
2023-07-13,30.10411262512207,Failure,10
2023-07-14,30.414588928222656,Success,9
2023-07-17,30.357091903686523,Failure,10
2023-07-18,30.29875946044922,Failure,7
2023-07-19,30.042083740234375,Failure,9
2023-07-20,30.182086944580078,Success,2
2023-07-21,29.68041229248047,Failure,8
2023-07-24,29.692081451416016,Success,6
2023-07-25,30.06542205810547,Success,4
2023-07-26,29.983753204345703,Failure,2
2023-07-27,30.21708869934082,Success,2
2023-07-28,30.21708869934082,Success,1
2023-07-31,30.053754806518555,Failure,4
2023-08-01,30.205421447753906,Success,2
2023-08-02,29.83208465576172,Failure,7
2023-08-04,29.692081451416016,Failure,4
2023-08-07,29.983753204345703,Success,3
2023-08-08,29.633745193481445,Failure,6
2023-08-09,29.68041229248047,Success,2
2023-08-10,29.493743896484375,Failure,7
2023-08-11,29.470413208007812,Failure,5
2023-08-14,29.050405502319336,Failure,14
2023-08-15,29.097070693969727,Failure,4
2023-08-16,28.945404052734375,Failure,11
2023-08-17,29.07373809814453,Success,6
2023-08-18,28.89873695373535,Failure,5
2023-08-21,28.700401306152344,Failure,6
2023-08-22,28.93373680114746,Failure,2
2023-08-23,29.132070541381836,Success,4
2023-08-24,29.633745193481445,Success,4
2023-08-25,29.062074661254883,Failure,4
2023-08-28,29.248743057250977,Success,2
2023-08-29,29.412076950073242,Success,4
2023-08-30,29.5404109954834,Failure,3
2023-08-31,29.330408096313477,Failure,2
2023-09-01,29.3770751953125,Success,2
2023-09-04,29.575414657592773,Success,2
2023-09-05,29.50541114807129,Failure,2
2023-09-06,29.400413513183594,Failure,4
2023-09-07,29.132070541381836,Failure,3
2023-09-08,29.003738403320312,Success,3
2023-09-11,28.88707160949707,Failure,5
2023-09-12,29.178741455078125,Success,1
2023-09-13,29.213741302490234,Failure,2
2023-09-14,29.62207794189453,Success,4
2023-09-15,29.715415954589844,Success,3
2023-09-18,29.400413513183594,Failure,4
2023-09-19,29.27207374572754,Failure,2
2023-09-20,29.108741760253906,Failure,3
2023-09-21,28.642065048217773,Failure,13
2023-09-22,28.618732452392578,Success,6
2023-09-25,28.8287353515625,Success,2
2023-09-26,28.490394592285156,Failure,6
2023-09-27,28.502063751220703,Success,4
2023-09-28,28.618732452392578,Failure,3
2023-10-02,28.9920711517334,Success,4
2023-10-03,28.81707000732422,Failure,3
2023-10-04,28.4437313079834,Failure,7
2023-10-05,28.852069854736328,Success,2
2023-10-06,28.957069396972656,Success,3
2023-10-11,29.458744049072266,Success,8
2023-10-12,29.70374870300293,Success,9
2023-10-13,29.62207794189453,Failure,4
2023-10-16,29.458744049072266,Failure,5
2023-10-17,29.528749465942383,Failure,4
2023-10-18,29.12040901184082,Failure,6
2023-10-19,29.132070541381836,Success,5
2023-10-20,29.260406494140625,Success,2
2023-10-23,28.89873695373535,Failure,5
2023-10-24,28.92207145690918,Success,4
2023-10-25,28.980405807495117,Failure,2
2023-10-26,28.408729553222656,Failure,14
2023-10-27,28.537065505981445,Success,2
2023-10-30,28.467063903808594,Failure,6
2023-10-31,28.268728256225586,Failure,7
2023-11-01,28.408729553222656,Failure,2
2023-11-02,29.050405502319336,Success,6
2023-11-03,29.27207374572754,Success,5
2023-11-06,29.528749465942383,Failure,10
2023-11-07,29.517078399658203,Failure,4
2023-11-08,29.68041229248047,Success,7
2023-11-09,29.692081451416016,Success,4
2023-11-10,29.575414657592773,Success,2
2023-11-13,30.03041648864746,Failure,16
2023-11-14,30.100418090820312,Failure,13
2023-11-15,30.46209144592285,Failure,15
2023-11-16,30.4737606048584,Failure,12
2023-11-17,30.567092895507812,Success,17
2023-11-20,30.555423736572266,Failure,5
2023-11-21,30.92876434326172,Success,18
2023-11-22,30.64876365661621,Success,4
2023-11-23,30.63709259033203,Failure,4
2023-11-24,30.613759994506836,Failure,8
2023-11-27,30.41542625427246,Failure,6
2023-11-28,30.625429153442383,Success,6
2023-11-29,30.60209083557129,Failure,4
2023-11-30,30.64876365661621,Success,7
2023-12-01,30.753761291503906,Success,3
2023-12-04,30.63709259033203,Failure,2
2023-12-05,30.41542625427246,Failure,3
2023-12-06,30.520427703857422,Success,4
2023-12-07,30.333757400512695,Failure,1
2023-12-08,30.57876205444336,Failure,8
2023-12-11,30.613759994506836,Success,2
2023-12-12,30.683761596679688,Failure,3
2023-12-13,30.69542694091797,Failure,1
2023-12-14,31.068763732910156,Success,21
2023-12-15,31.197099685668945,Success,12
2023-12-18,31.2437686920166,Success,4
2023-12-19,31.127099990844727,Failure,3
2023-12-20,31.20876693725586,Success,4
2023-12-21,30.940433502197266,Success,3
2023-12-22,31.022096633911133,Success,4
2023-12-25,31.150428771972656,Success,5
2023-12-26,31.325437545776367,Success,11
2023-12-27,31.675443649291992,Success,19
2023-12-28,31.675443649291992,Failure,9
2023-12-29,31.605440139770508,Failure,8
2024-01-02,31.477100372314453,Failure,3
2024-01-03,30.92876434326172,Failure,8
2024-01-04,30.917102813720703,Failure,3
2024-01-05,30.835424423217773,Failure,2
2024-01-08,30.975431442260742,Failure,6
2024-01-09,31.03376579284668,Failure,3
2024-01-10,30.87042999267578,Failure,4
2024-01-11,30.998769760131836,Success,3
2024-01-12,30.95209503173828,Success,4
2024-01-15,30.95209503173828,Failure,0
2024-01-16,30.718759536743164,Failure,14
2024-01-17,30.432226181030273,Failure,24
2024-01-18,30.63519287109375,Success,4
2024-01-19,31.733564376831055,Success,17
2024-01-22,31.94846534729004,Failure,8
2024-01-23,32.00816345214844,Success,4
2024-01-24,31.996217727661133,Failure,9
2024-01-25,32.39020538330078,Success,17
2024-01-26,32.39020538330078,Failure,10
2024-01-29,32.59316635131836,Success,17
2024-01-30,32.50959396362305,Failure,6
2024-01-31,32.079795837402344,Failure,4
2024-02-01,32.079795837402344,Failure,5
2024-02-02,32.25888442993164,Success,5
2024-02-05,32.46183776855469,Success,11
2024-02-15,33.99001693725586,Success,27
2024-02-16,33.73930358886719,Failure,11
2024-02-19,33.69154739379883,Success,5
2024-02-20,33.822872161865234,Success,8
2024-02-21,33.715423583984375,Failure,6
2024-02-22,34.097469329833984,Failure,8
2024-02-23,34.324302673339844,Success,12
2024-02-26,34.3720588684082,Success,6
2024-02-27,34.22879409790039,Failure,3
2024-02-29,34.216861724853516,Success,4
2024-03-01,34.097469329833984,Failure,5
2024-03-04,35.08839416503906,Success,16
2024-03-05,35.37492752075195,Success,10
2024-03-06,35.542076110839844,Success,10
2024-03-07,36.3658561706543,Success,19
2024-03-08,36.87923049926758,Failure,19
2024-03-11,36.50912094116211,Failure,8
2024-03-12,36.89116668701172,Success,9
2024-03-13,37.070255279541016,Failure,8
2024-03-14,37.0344352722168,Success,5
2024-03-15,36.53300476074219,Failure,5
2024-03-18,36.86729049682617,Success,11
2024-03-19,36.783721923828125,Success,5
2024-03-20,36.58076095581055,Failure,6
2024-03-21,37.583621978759766,Success,13
2024-03-22,37.535865783691406,Failure,4
2024-03-25,37.60749435424805,Success,5
2024-03-26,37.631378173828125,Failure,4
2024-03-27,37.643314361572266,Success,2
2024-03-28,37.464229583740234,Failure,2
2024-03-29,37.67913055419922,Success,3
2024-04-01,37.583621978759766,Failure,3
2024-04-02,38.120872497558594,Success,4
2024-04-03,37.858219146728516,Failure,3
2024-04-08,38.0731201171875,Success,3
2024-04-09,38.980472564697266,Success,5
2024-04-10,38.9207763671875,Success,3
2024-04-11,38.801387786865234,Success,2
2024-04-12,38.70587921142578,Failure,3
2024-04-15,38.204444885253906,Failure,5
2024-04-16,37.1657600402832,Failure,11
2024-04-17,37.583621978759766,Success,5
2024-04-18,37.95372772216797,Success,4
2024-04-19,36.03156280517578,Failure,20
2024-04-22,35.92411804199219,Success,6
2024-04-23,36.27034378051758,Failure,3
2024-04-24,37.332908630371094,Success,5
2024-04-25,36.65239334106445,Failure,3
2024-04-26,37.24933624267578,Failure,3
2024-04-29,37.917911529541016,Success,5
2024-04-30,37.786582946777344,Failure,2
2024-05-02,37.28514862060547,Failure,4
2024-05-03,37.47616958618164,Failure,3
2024-05-06,38.013423919677734,Success,5
2024-05-07,38.22832489013672,Failure,4
2024-05-08,38.3715934753418,Success,3
2024-05-09,38.32383346557617,Failure,3
2024-05-10,38.598426818847656,Success,6
2024-05-13,38.99241256713867,Failure,6
2024-05-14,39.25506591796875,Success,5
2024-05-15,39.79231643676758,Success,9
2024-05-16,39.98333740234375,Failure,7
2024-05-17,39.935585021972656,Failure,3
2024-05-20,39.923641204833984,Failure,4
2024-05-21,39.87588882446289,Success,2
2024-05-22,40.592220306396484,Success,4
2024-05-23,40.90263748168945,Success,3
2024-05-24,40.73548889160156,Success,2
2024-05-27,41.29661560058594,Success,3
2024-05-28,41.3563117980957,Success,3
2024-05-29,40.79518127441406,Failure,4
2024-05-30,40.090789794921875,Failure,6
2024-05-31,39.63711166381836,Failure,5
2024-06-03,40.48477554321289,Success,5
2024-06-04,39.84007263183594,Failure,5
2024-06-05,40.22211837768555,Success,2
2024-06-06,41.595088958740234,Success,11
2024-06-07,41.272743225097656,Failure,4
2024-06-11,41.38018798828125,Success,7
2024-06-12,42.120399475097656,Success,5
2024-06-13,42.729286193847656,Success,10
2024-06-14,42.980003356933594,Success,4
2024-06-17,42.980003356933594,Success,5
2024-06-18,43.69633102416992,Success,4
2024-06-19,44.8782844543457,Success,16
2024-06-20,45.308082580566406,Success,7
